,app_name,user_id,user_name,date,country,version,score,topic,review,url,review_id,category_final,sentiment_final,req_final
27908,Whatsapp,143667394,Roomnut,2017-05-03 0:00:00,United States,2.17.21,1,Broken!!!,No messages are going through!!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=143667394,28089,bug report,neutral,
48035,Whatsapp,191376296,Killerkoh,2017-06-02 0:00:00,Singapore,2.17.22,1,WHATSAPP CALL,Why cant people hear me when i talk? So damn annoying i swear! zzzzz,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=191376296,48418,bug report,very negative,
50764,Whatsapp,349943194,MavericksMavericks,2017-05-10 0:00:00,India,2.17.22,1,Battery drain since the last update.,Ever since the last update was pushed out. Whatsapp background task has been constantly draining my phones battery. I charged my phone today noon and just within a couple of hours its down to 30 percent. The culprit whatsapp background activity. Can't disable it because then I would have to open whatsapp to check for messages every time.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=349943194,51147,bug report,neutral,
27340,Whatsapp,570476095,Nawzaf,2017-05-28 0:00:00,United States,2.17.22,1,Ä°rak,Ø£Ù†Ø§ Ø§ØªØµÙ„ Ù…Ø¹ Ø¢Ø°Ø±Ø¨Ø§ÙŠØ¬Ø§Ù† Ø¹Ù† Ø·Ø±ÙŠÙ‚ ÙˆØ§ØªØ³ Ø§Ø¨ ÙˆÙ„Ø§ Ø§Ø³Ù…Ø¹ Ù…Ø§ Ø§Ù„Ø­Ù„,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=570476095,27521,noise,,
50090,Whatsapp,487125800,howley@99,2017-06-20 0:00:00,India,2.17.31,1,ï¿½ï¿½ï¿½,Nice but it waste the time and makes idiots,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=487125800,50473,noise,,
51283,Whatsapp,350891553,Mammeee,2017-06-16 0:00:00,South Africa,2.17.31,1,Lock screen,When using speakerphone you cannot lock the phone anymore to save battery - please bring that feature back for voice calling,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=350891553,51666,requirement,neutral,functional
50118,Whatsapp,482888405,Anharaubd,2017-06-17 0:00:00,India,2.17.31,1,App crashes,When i open camera the app crashes,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=482888405,50501,bug report,neutral,
27165,Whatsapp,112729444,Mowezw,2017-06-06 0:00:00,United States,2.17.30,1,Whatsapp crashing,Whatsapp is auto crashing !! Please fix it!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=112729444,27346,bug report,neutral,
50407,Whatsapp,153770783,Dolon d,2017-06-04 0:00:00,India,2.17.22,1,No contact. / favourite list,I cnt find the contact list. How do I know who are using whatsapp. This is rubbish !!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=153770783,50790,other,negative,
50298,Whatsapp,507313570,Jgd Aditya,2017-06-08 0:00:00,India,2.17.30,1,Whatsapp not working,Whatsapp gets hang,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=507313570,50681,bug report,neutral,
27847,Whatsapp,228753422,Flacita del mar,2017-05-03 0:00:00,United States,2.17.21,1,EstÃ¡ teniendo problemas,En esta actualizaciÃ³n me estÃ¡ dando problemas el WhatsApp no sÃ© quÃ© pasa los mensajes no quieren llegar espero que se resuelva rÃ¡pido gracias,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=228753422,28028,noise,,
27564,Whatsapp,322485477,albertom0416,2017-05-15 0:00:00,United States,2.17.22,1,Close by self,Crashed all time,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=322485477,27745,bug report,neutral,
50294,Whatsapp,557909670,Parth157,2017-06-08 0:00:00,India,2.17.30,1,Plz do something for group messages,Give additional feature in mute option like block the group instead of leaving the group,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=557909670,50677,requirement,neutral,functional
50039,Whatsapp,581912756,yousafsha,2017-06-22 0:00:00,India,2.17.31,1,Voice not clear in UAE,What's app voice call not clear in UAE,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581912756,50422,bug report,neutral,
47994,Whatsapp,331812248,SweetsCandy12,2017-06-25 0:00:00,Singapore,2.17.31,1,Late txt received,Pls fix the bug I keep receiving late txt.... which send out earlier.....,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=331812248,48377,bug report,neutral,
50779,Whatsapp,502695292,Batfa9176,2017-05-09 0:00:00,India,2.17.22,1,Google location not opening properly,Tried opening a location in whats app tried opening from whats app to google maps instead of opening in hoogle maps its opening insome other app please update the app for this only i am giving one star apart from this whats app never had a problem or me,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=502695292,51162,bug report,neutral,
40671,Whatsapp,568022051,Tahnz27,2017-05-03 0:00:00,Australia,2.17.21,1,Not working!,It doesn't work now! Someone fix this app!!!!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568022051,40970,bug report,neutral,
26801,Whatsapp,103161746,Kartikverma,2017-06-22 0:00:00,United States,2.17.31,1,No possibility of exiting Irritating Groups,There should be an option where you can get the hell out of a group without the admin getting to know about it.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=103161746,26982,requirement,negative,non-functional
27253,Whatsapp,455245019,L'sam,2017-06-02 0:00:00,United States,2.17.22,1,#WhatsappNotSafe,"Indonesian Police claimed that ANONYMOUS already hacked WA conversation for them. Is it true that
#WhatsappNotSafe ?",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=455245019,27434,other,neutral,
3537,Whatsapp,422986180,Tyvcdhvddhhffd,2017-06-07 0:00:00,Canada,2.17.30,1,Searching for messages,Why on earth I can no longer search for messages beyond one month ?,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=422986180,3682,requirement,negative,non-functional
27016,Whatsapp,466417413,Xobrunettebabexo,2017-06-13 0:00:00,United States,2.17.30,1,Ugh.. problem!,It won't let me message my friend from the U.K.!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=466417413,27197,bug report,neutral,
47517,Whatsapp,527459898,chuichui111,2017-06-07 0:00:00,Hong Kong,2.17.30,1,ðŸ½,ï¼Ÿ  ï¼Ÿ,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=527459898,47900,noise,,
47583,Whatsapp,151983039,Kumikoling,2017-05-12 0:00:00,Hong Kong,2.17.22,1,Cannot send out message,,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=151983039,47966,bug report,neutral,
45938,Whatsapp,455101534,Shaniqesssssss,2017-05-03 0:00:00,United Kingdom,2.17.21,1,Connecting,Its been saying connecting for hourssss. Cant send or receive messages. This is stupid now,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=455101534,46321,bug report,very negative,
45592,Whatsapp,487732109,Tizz187,2017-06-11 0:00:00,United Kingdom,2.17.30,2,Not happy,This app crashed wiped all my contacts and all the info that was on the app,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=487732109,45975,bug report,negative,
45922,Whatsapp,558974886,Gates naveed,2017-05-03 0:00:00,United Kingdom,2.17.21,2,Doesn't work,"Hello 
I have a internet connection on my iPhone but still only whatsapp doesn't connect to the internet",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=558974886,46305,bug report,neutral,
50889,Whatsapp,525093192,Atul prajapati,2017-05-04 0:00:00,India,2.17.21,2,Long time problems,We can't see other people's status timeðŸ¯½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=525093192,51272,noise,,
26805,Whatsapp,335484152,Mike12312211,2017-06-22 0:00:00,United States,2.17.31,2,Crashes when I try to open a group message :(,"Crashes when I try to open a group message :(
Please fix",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=335484152,26986,bug report,negative,
27154,Whatsapp,116274199,syahirshahimi,2017-06-07 0:00:00,United States,2.17.2,2,Bring back the old Favorites tab,"Please bring back the old Favorites tab

And allow option to hide/disable the Stories tab",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=116274199,27335,requirement,neutral,functional
48086,Whatsapp,458886321,Chewyyy9,2017-05-03 0:00:00,Singapore,2.17.21,2,Connectivity problems,"Please fix the connectivity issues as whatsApp is essential. I tried using data and wifi but still unable to connect, Please fix it asap. Thanks",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=458886321,48469,bug report,neutral,
50881,Whatsapp,406384683,Roxa_anne,2017-05-04 0:00:00,India,2.17.22,2,App is not loading on my new deviceï¿½,I downloaded Whatsapp on my new phone but i can't use the app as its not opening/ loading. Please help,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=406384683,51264,noise,,
50052,Whatsapp,455181061,Adios07,2017-06-22 0:00:00,India,2.17.31,2,Hanging too much,"Now after new updation, when some1 sends videos and it becomes group , its hang too much too open.. fix it..",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=455181061,50435,bug report,neutral,
27075,Whatsapp,143741308,Angel angelical,2017-06-10 0:00:00,United States,2.17.30,2,New update on 6/5/17,The new update on the app really affect the mic when recording to send an audio. Is very sensitive. That is easy to loose what you were recording.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=143741308,27256,bug report,neutral,
26948,Whatsapp,579498373,AstaCoda,2017-06-15 0:00:00,United States,2.17.31,2,Please go back to how the app used to handle multiple videos,This is a great app but the devs recently decided to store multiple Media files into a box format instead of vertically. It's not at improvement.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=579498373,27129,requirement,,non-functional
27465,Whatsapp,430368290,Donut helper,2017-05-21 0:00:00,United States,2.17.22,2,I would've given 5 but no,This app was great but for the past couple of months when I would send texts it would take around a couple minutes to an hour for my text to be delivered...,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=430368290,27646,bug report,negative,
50428,Whatsapp,366721806,Siri2000,2017-06-02 0:00:00,India,2.17.22,2,The trash icon,Why is it so hard to press the trash icon in the status? It takes forever to press the friggin' icon,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=366721806,50811,bug report,negative,
50290,Whatsapp,504165316,Sandikshap,2017-06-08 0:00:00,India,2.17.30,2,No notification,I am not able to receive any whatsapp notifications unless and until i have opened the app. This is a problem please fix this. I have to open the app everytime to check my messages but i am not notified if i receive any message.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=504165316,50673,bug report,neutral,
48008,Whatsapp,455220042,Minn Minn Aung,2017-06-19 0:00:00,Singapore,2.17.31,2,Can't sync,Can not sync when added new contact,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=455220042,48391,bug report,neutral,
50086,Whatsapp,581075256,Thota Karthik,2017-06-20 0:00:00,India,2.17.31,2,Unable to download,Unable to download any pics nd videos wth this update plz fix the problem ASAP,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581075256,50469,bug report,neutral,
47594,Whatsapp,456567742,,2017-05-08 0:00:00,Hong Kong,2.17.22,2,after updated the keyboard itself keep typing automatically,"cannot use after updated
what the hell",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=456567742,47977,bug report,very negative,
50405,Whatsapp,528845189,CoolSobu,2017-06-04 0:00:00,India,2.17.22,2,No push notification,"Hi WhatsApp team,

I hope you guys are listening to users feedback. One more issue that I have faced is I am not able to set the notification/message tone that I have downloaded. Please help me set this new tone.

Please help. 

Thanks",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=528845189,50788,requirement,neutral,functional
50349,Whatsapp,350303828,Bharat chandra,2017-06-06 0:00:00,India,2.17.30,2,Grouping features,"Not working properly, same is hanging frequently. Please resolve the same.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=350303828,50732,bug report,neutral,
27163,Whatsapp,576671109,sheydodis,2017-06-06 0:00:00,United States,2.17.22,2,Issue,You guys should fix this app cos I don't get notifications,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=576671109,27344,bug report,negative,
27777,Whatsapp,237301525,Munstrom,2017-05-05 0:00:00,United States,2.17.22,2,Bulky app,"Less data, and free space consumption, dark mode, clearer interface would make a better app",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=237301525,27958,requirement,neutral,non-functional
50243,Whatsapp,321313407,Virus 1237890,2017-06-10 0:00:00,India,2.17.30,2,Video call,When u will add group video call function????ï¿½ï¿½ï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=321313407,50626,noise,,
3593,Whatsapp,160506778,DevonLin15,2017-05-03 0:00:00,Canada,2.17.21,2,Won't connect,Will not connect can't get messages....,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=160506778,3738,bug report,neutral,
27082,Whatsapp,241724636,Hot mom3241,2017-06-10 0:00:00,United States,2.17.30,2,Should not have to use wifi should be free,Should not have to use wifi should be free,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=241724636,27263,requirement,neutral,non-functional
45826,Whatsapp,224236014,Mathieu33Uk,2017-05-09 0:00:00,United Kingdom,2.17.22,2,Great but still need essential improvements,"As before, the app is great and there has been some very good improvements recently. A few essential improvements remain necessary:

MUST HAVE:
1. Let me choose to see the picture of a friend which I put myself in the iphone's Contacts app. Certain people keep changing their profile picture, it's funny but necessarily helpful.
2. Let me choose to rename a group chat just for me, without the others seeing it. This is quite essential for group discussions. One example among others: I have a group discussion chat with my wife, my sister and her husband. The only name we can give to this group is something in common, so: ""Their family name-Our family name"". It would be much better that we be able to choose to see only their family name and they see only ours. This is true with all in-laws but also friend's couples, or even group chat when you haven't chosen the group's name (you could end up with 2 group chats having the same name, for example).
3. Please let us write messages to someone for whom we only have the phone number, and is not in My Contacts.

NICE TO HAVE
4. Please let me create a ""one-off"" group discussion, not meant to last, i.e. do not force me to give a name to the group discussion, which makes it too formal.
5. Specific alerts/notifications linked to keywords. For example, let's say I am part of a big chat group, there are too many messages so I put on silent, but i still would like to receive a notification if someone writes my first name or nick name.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=224236014,46209,requirement,positive,functional
50353,Whatsapp,576642159,shuvu,2017-06-06 0:00:00,India,2.17.30,2,Sticker,Plz add a sticker on whatsapp for latest version on i phone,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=576642159,50736,requirement,neutral,functional
50202,Whatsapp,455640022,hmathur,2017-06-13 0:00:00,India,2.17.30,2,new update lacking problem,In a new update some lacking problems,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=455640022,50585,bug report,neutral,
47468,Whatsapp,141127247,V V V V,2017-06-21 0:00:00,Hong Kong,2.17.30,2,Unstable recently,"Recently , the setting was reset automatically , very frequent. And sometimes , need to input mobile no. to ""Login""........

Mobile was hacked ? or the WhatsApp system occurred error?",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=141127247,47851,bug report,neutral,
50509,Whatsapp,573775429,krizï¿½ï¿½ï¿½,2017-05-27 0:00:00,India,2.17.22,2,file download error,can't even download file it shows error pls fix it as sops as possible ï¿½ï¿½ï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573775429,50892,noise,,
45588,Whatsapp,191431195,ImmortalEngines,2017-06-12 0:00:00,United Kingdom,2.17.30,2,Group chats need work,"-Group chats should show you whether someone has received/seen any message- not just one seen by you- this makes it easier to coordinate.

- Need shorter mute options - very often just want to mute a conversation for an hour or so - but the minimum mute option is a far to long 8 hours

Group chats are a key, defining feature of whatsapp and they need improvement",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=191431195,45971,requirement,neutral,non-functional
45782,Whatsapp,440038669,Ocean1971,2017-05-15 0:00:00,United Kingdom,2.17.22,2,Restore failure,It failed to restore the older version of chat history onto the new version unless you lose the old data.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=440038669,46165,bug report,neutral,
27389,Whatsapp,318535374,Kallie813,2017-05-25 0:00:00,United States,2.17.22,3,Great...when it works ï¿½,"I love the app...when it works. I have had to reinstall this app several times due to the fact that it begins to stop sending messages, even when I'm on Wifi. It's annoying!!!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=318535374,27570,noise,,
26889,Whatsapp,418477358,Mim_7ajri,2017-06-18 0:00:00,United States,2.17.31,3,Mim,What's app is an amazing app the voice massages is very clear but the calls are the worst not working,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=418477358,27070,bug report,positive,
51277,Whatsapp,484631765,Matt NFS,2017-06-19 0:00:00,South Africa,2.17.31,3,Voicenote slider,"One thing I've noticed has become increasingly difficult is how to move the slider to a point where you want to hear, after the last update it's impossible to do because it thinks you want to reply to the message and to get your finger on that tiny blue slider is impossible",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=484631765,51660,other,neutral,
50253,Whatsapp,497169893,Kiki0803,2017-06-10 0:00:00,India,2.17.30,3,Swipe up not working,"While other features of upgrade seem okay, the feature of Color filter is not working. While swiping up I only get options of share , info, more etc.
Pl look into this",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=497169893,50636,bug report,neutral,
27371,Whatsapp,223223755,Yohavm,2017-05-25 0:00:00,United States,2.17.22,3,Yoav,Last messages reading feature in Siri doesn't work in Hebrew,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=223223755,27552,bug report,neutral,
47580,Whatsapp,248286659,YKCHIU,2017-05-13 0:00:00,Hong Kong,2.17.22,3,app crash,Crash when app start,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=248286659,47963,bug report,neutral,
51356,Whatsapp,484404366,Kingham455,2017-05-05 0:00:00,South Africa,2.17.22,3,Stop the updates,Watsapp was perfect before and then it tried too hard to be snapchat. Snapchat is SNAPCHAT and watsapp is meant to be WATSAPP. Now watsapp is a SNAPCHAT wannabe. Keep watsapp simple and change it back!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=484404366,51739,other,negative,
27884,Whatsapp,489008542,Jay jay2332,2017-05-03 0:00:00,United States,2.17.21,3,Ugh,My what's app isn't working at the moment I don't know what is wrong with it?,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=489008542,28065,bug report,neutral,
50870,Whatsapp,568211591,vikram25,2017-05-04 0:00:00,India,2.17.22,3,Not able to forward docs to Broadcast list,"Hi WhatsApp team! Why it's not possible to forward any docs like PDF, excel etc. To BROADCAST LIST...ðŸ™„",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568211591,51253,noise,,
26857,Whatsapp,580500006,Chibay234,2017-06-19 0:00:00,United States,2.17.30,3,Favorite tap,Thanks it's a nice app but try and bring the Favorite back in between the call and status thanks a lot,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=580500006,27038,requirement,positive,functional
27467,Whatsapp,572187161,Pooreviews,2017-05-21 0:00:00,United States,2.17.22,3,Not good,I know this is a pretty good app but it just wont download.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=572187161,27648,bug report,positive,
50382,Whatsapp,515933151,Lolhyd,2017-06-06 0:00:00,India,2.17.22,3,App is not getting intalled,"I tried to update from AppStore and the app is downloading till the end and validating with ""unable to download the app"".
Same error is repeated for the many time that i had tried. Follow up the issue.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=515933151,50765,bug report,neutral,
50464,Whatsapp,530067012,Sanket.bankar0,2017-05-31 0:00:00,India,2.17.22,3,Contacts problem,Contacts doesn't sync till we shutdown phone,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=530067012,50847,bug report,neutral,
45981,Whatsapp,489702622,Rog St,2017-05-01 0:00:00,United Kingdom,2.17.21,3,No Apple Watch App,Happy with iPhone App but shame it has no app on watch. Also Siri does not seem to recognise group names yet.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=489702622,46364,requirement,negative,functional
50483,Whatsapp,561290128,raj65665,2017-05-29 0:00:00,India,2.17.22,3,Group block option,"When i leave a group, others are still able to add me to the group. This is very inconvenient. Once i exit the group, I want you to block access to my group so that others will not be able to add me in the group.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=561290128,50866,requirement,negative,non-functional
50076,Whatsapp,384820010,Salman8488,2017-06-20 0:00:00,India,2.17.31,3,I am not able to download photos and videos,I am not able to download photos and videos received to my whatsaap,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=384820010,50459,bug report,neutral,
45708,Whatsapp,37312859,robpears,2017-05-25 0:00:00,United Kingdom,2.17.22,3,Needs CarPlay support,Add CarPlay support,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=37312859,46091,requirement,neutral,functional
48078,Whatsapp,174615121,ling990,2017-05-06 0:00:00,Singapore,2.17.21,3,Contact List GONE!,"Contact List GONE! 
Please bring back the contact list soonest",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=174615121,48461,requirement,neutral,functional
50174,Whatsapp,451373763,Joichandran,2017-06-15 0:00:00,India,2.17.30,3,Deleting grouped photos,"After the add of grouping feature of images sent by a person, it's difficult to delete such grouped photos while deleting other single photos in a group chat. Please provide a feature to delete grouped photos",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=451373763,50557,requirement,neutral,non-functional
50334,Whatsapp,511248200,Dhillonp416,2017-06-07 0:00:00,India,2.17.30,3,Please add touch id inbuilt feature,All iphone user have need to protect their whatsapp and chat with touch id security . So please update whstsapp with this feature,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=511248200,50717,requirement,neutral,functional
50133,Whatsapp,559971192,ri14sme,2017-06-16 0:00:00,India,2.17.31,3,Feedback,No option to change ringtone for video calls in notifications settings,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=559971192,50516,requirement,neutral,functional
45597,Whatsapp,458968913,OliviaaS,2017-06-10 0:00:00,United Kingdom,2.17.30,3,Some changes would be good!,"Good for messaging but some changes need making! The contacts tab should be brought back, it's a simple feature and there was really no need to get rid of it. Also making calls I've found to be quite difficult even when having full signal connection seems to drop all the time. Otherwise a good app",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=458968913,45980,requirement,positive,functional
50589,Whatsapp,488662312,PANDEY.pawan,2017-05-23 0:00:00,India,2.17.22,3,Mr,Thanks,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=488662312,50972,noise,,
47473,Whatsapp,189452448,sy.ching,2017-06-20 0:00:00,Hong Kong,2.17.31,3,,"iphone "" "" ï¼Ÿ",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=189452448,47856,noise,,
50304,Whatsapp,530501268,Don't want Statuses,2017-06-07 0:00:00,India,2.17.30,3,Can you give us the option of signing out?,It'd be great if we could turn the messages on and off instead of constant background activity.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=530501268,50687,requirement,neutral,functional
51285,Whatsapp,579467311,ilovewhatsappandsometimesnot,2017-06-15 0:00:00,South Africa,2.17.30,3,Voice note button,The voicenote button on Whatsapp needs serious attention and needs to be redesigned. Its too small and it's shoved into the very bottom corner. Move your thumb just a little out of place and your 10minute voicenote to your friends and family back home goes straight into the little trash can. Theres no reason why the button cant be made bigger or made to tap twice to hold and release. Our thumbs do not need to go into a spasm in 2017 whatsapp! The technology is there! Make a plan!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=579467311,51668,requirement,neutral,non-functional
50645,Whatsapp,518400508,from iphone 6a,2017-05-19 0:00:00,India,2.17.22,3,Average,Not good not bad,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=518400508,51028,other,neutral,
50933,Whatsapp,563726315,RArya00,2017-05-03 0:00:00,India,2.17.20,3,Made my new I phone 6 slow.,Hello the app makes my phone slow don't know the cause but every time I run it my phone slows down there is no other issue like memory etc.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=563726315,51316,bug report,neutral,
50351,Whatsapp,314368823,Innocent Lover,2017-06-06 0:00:00,India,2.17.30,3,about latest update,features not for older version of iOS. you should have mentioned itï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=314368823,50734,noise,,
50060,Whatsapp,436794783,Prathap jack,2017-06-21 0:00:00,India,2.17.30,3,No changes in update,How many times your are giving this update without any changes.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=436794783,50443,other,negative,
27866,Whatsapp,529345568,sa shabs,2017-05-03 0:00:00,United States,2.17.21,4,Connection issues,"I love whatsapp so much only problem is that for the past hour my whatsapp isn't working, and also all my friends. Also I don't like that ppl know when ur online and when the last time u were on plz fix these problems",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=529345568,28047,requirement,positive,non-functional
27979,Whatsapp,479593406,rabiiettazi,2017-05-01 0:00:00,United States,2.17.21,4,Last update does not work,I need help updating yesterday did not work perfectly help help help,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=479593406,28160,bug report,neutral,
45614,Whatsapp,129936221,App Store Controbuter,2017-06-08 0:00:00,United Kingdom,2.17.30,4,Brilliant  ðŸ¼ I have a suggestion though,"I love love ðŸ’–ðŸ’–ðŸ’– this app. It's so easy to use and everything is free. You don't have to pay for pictures, videos, emojis, voice memos or anything! As long as ur connected to wifi.
If you are reading this WhatsApp, then I would like to suggest that you can select some chats as your favourite and be able to click on a button to go to favourite chats. It would make it easy to access. Thank you for considering my suggestion.

Download WhatsApp now!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129936221,45997,noise,,
